make,model,release_date,Engine Fuel Type,Engine HP,Engine Cylinders,transmission_type,Driven_Wheels,Number of Doors,Market Category,size,style,highway MPG,city mpg,Popularity,price,isDeleted
Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,25,18,190,42050,FALSE
Infiniti,G Coupe,2013,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,27,19,190,40400,FALSE
Infiniti,G Coupe,2013,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,27,19,190,53100,FALSE
Infiniti,G Coupe,2013,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,17,190,51200,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,41550,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,44150,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,39950,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,35800,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,37400,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,29,20,190,32000,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,25,17,190,40200,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,19,190,35000,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,29,20,190,33400,FALSE
Infiniti,G Sedan,2011,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,44750,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,41500,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,36900,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,29,20,190,33100,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,25,18,190,38500,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,41850,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,46050,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,27,19,190,45450,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,19,190,36100,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,27,19,190,40250,FALSE
Infiniti,G Sedan,2012,premium unleaded (recommended),218,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,29,20,190,34500,FALSE
Infiniti,G Sedan,2013,premium unleaded (required),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,37150,FALSE
Infiniti,G Sedan,2013,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,34550,FALSE
Infiniti,G Sedan,2013,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,32950,FALSE
Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,2251,FALSE
Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,2449,FALSE
Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,28,20,190,22195,FALSE
Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,21395,FALSE
Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,28,20,190,24895,FALSE
Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,24095,FALSE
Infiniti,G20,2002,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,23,20,190,22195,FALSE
Infiniti,G20,2002,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,21395,FALSE
Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,22,16,190,33250,FALSE
Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,24,17,190,33800,FALSE
Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,190,33200,FALSE
Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,190,31450,FALSE
Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,190,31200,FALSE
Infiniti,G35,2007,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,16,190,33450,FALSE
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,190,33450,FALSE
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,17,190,33950,FALSE
Infiniti,G35,2007,premium unleaded (required),293,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,190,34050,FALSE
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,31900,FALSE
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,31450,FALSE
Infiniti,G35,2007,premium unleaded (required),306,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,32250,FALSE
Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,32250,FALSE
Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,190,34750,FALSE
Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,190,32700,FALSE
Infiniti,G35,2008,premium unleaded (required),306,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,33050,FALSE
Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,24,16,190,46950,FALSE
Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,190,54900,FALSE
Infiniti,G37 Convertible,2010,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,190,44350,FALSE
Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,27,19,190,37500,FALSE
Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,27,19,190,36050,FALSE
Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,25,18,190,39150,FALSE
Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,27,19,190,50550,FALSE
Infiniti,G37 Coupe,2010,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,190,40400,FALSE
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,27,19,190,43350,FALSE
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,27,19,190,33250,FALSE
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,36050,FALSE
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,43550,FALSE
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,37000,FALSE
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,19,190,34450,FALSE
Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,24,18,190,35650,FALSE
Infiniti,G37,2008,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,26,17,190,36200,FALSE
Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,24,18,190,34900,FALSE
Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,18,190,33700,FALSE
Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,26,18,190,33250,FALSE
Infiniti,G37,2009,premium unleaded (required),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,34250,FALSE
Infiniti,G37,2009,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,190,43850,FALSE
Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,35750,FALSE
Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,25,18,190,38700,FALSE
Infiniti,G37,2009,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,190,37000,FALSE
Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,26,18,190,35900,FALSE
Infiniti,G37,2009,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,24,16,190,43900,FALSE
Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,26,18,190,36650,FALSE
Pontiac,G3,2009,regular unleaded,106,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,210,14335,FALSE
Pontiac,G5,2007,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,22,210,14775,FALSE
Pontiac,G5,2007,regular unleaded,173,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,22,210,18425,FALSE
Pontiac,G5,2008,regular unleaded,171,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210,19850,FALSE
Pontiac,G5,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,210,15675,FALSE
Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,210,16980,FALSE
Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,25,210,20280,FALSE
Pontiac,G6,2008,regular unleaded,217,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,30210,FALSE
Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,26755,FALSE
Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,23100,FALSE
Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,26960,FALSE
Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,18765,FALSE
Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,20290,FALSE
Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,23100,FALSE
Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,28580,FALSE
Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,19275,FALSE
Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,24180,FALSE
Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,28960,FALSE
Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,26,17,210,24710,FALSE
Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,33,22,210,22220,FALSE
Pontiac,G6,2009,regular unleaded,217,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,32300,FALSE
Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,20490,FALSE
Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,22,210,21165,FALSE
Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,29060,FALSE
Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,24080,FALSE
Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,28480,FALSE
Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Coupe,26,17,210,24610,FALSE
Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,31870,FALSE
Pontiac,G6,2010,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,21275,FALSE
Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,21,41400,FALSE
Genesis,G80,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,21,54550,FALSE
Genesis,G80,2017,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,21,43900,FALSE
Pontiac,G8,2008,regular unleaded,361,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,24,15,210,29310,FALSE
Pontiac,G8,2008,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,25,17,210,26910,FALSE
Pontiac,G8,2009,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,24,15,210,31755,FALSE
Pontiac,G8,2009,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,25,17,210,28250,FALSE
Pontiac,G8,2009,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,20,13,210,37610,FALSE
Mitsubishi,Galant,2010,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,21599,FALSE
Mitsubishi,Galant,2010,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,23999,FALSE
Mitsubishi,Galant,2011,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,21599,FALSE
Mitsubishi,Galant,2011,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,23999,FALSE
Mitsubishi,Galant,2012,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,21899,FALSE
Mitsubishi,Galant,2012,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,436,24299,FALSE
Lamborghini,Gallardo,2012,premium unleaded (required),570,10,MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,12,1158,248000,FALSE
Lamborghini,Gallardo,2012,premium unleaded (required),560,10,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,12,1158,225400,FALSE
Lamborghini,Gallardo,2012,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,12,1158,187900,FALSE
Lamborghini,Gallardo,2012,premium unleaded (required),570,10,MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,12,1158,237600,FALSE
Lamborghini,Gallardo,2012,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,13,1158,191900,FALSE
Lamborghini,Gallardo,2012,premium unleaded (required),560,10,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,12,1158,202000,FALSE
Lamborghini,Gallardo,2013,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,13,1158,202000,FALSE
Lamborghini,Gallardo,2013,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,13,1158,225400,FALSE
Lamborghini,Gallardo,2013,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,13,1158,248000,FALSE
Lamborghini,Gallardo,2013,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,12,1158,191900,FALSE
Lamborghini,Gallardo,2013,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,237600,FALSE
Lamborghini,Gallardo,2013,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,12,1158,209500,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,12,1158,209500,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),550,10,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,14,1158,191900,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),570,10,MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,13,1158,251600,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),550,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,12,1158,191900,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,15,1158,198900,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,256300,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,13,1158,202000,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,241200,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),570,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Convertible,20,14,1158,251600,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),570,10,MANUAL,all wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,20,13,1158,241200,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,20,14,1158,202000,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),560,10,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,13,1158,225400,FALSE
Lamborghini,Gallardo,2014,premium unleaded (required),560,10,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Convertible,20,13,1158,225400,FALSE
Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,29350,FALSE
Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,32150,FALSE
Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Coupe,27,17,1439,26350,FALSE
Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,32150,FALSE
Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,34600,FALSE
Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Coupe,27,17,1439,29300,FALSE
Hyundai,Genesis Coupe,2014,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,33400,FALSE
Hyundai,Genesis Coupe,2014,premium unleaded (recommended),274,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,27,19,1439,27200,FALSE
Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,27950,FALSE
Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,26750,FALSE
Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,34600,FALSE
Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,33400,FALSE
Hyundai,Genesis Coupe,2015,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,16,1439,29500,FALSE
Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,17,1439,26950,FALSE
Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,34950,FALSE
Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,AUTOMATIC,rear wheel drive,2,High-Performance,Midsize,Coupe,25,16,1439,28150,FALSE
Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,17,1439,29900,FALSE
Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348,6,MANUAL,rear wheel drive,2,High-Performance,Midsize,Coupe,24,17,1439,33750,FALSE
Hyundai,Genesis,2014,regular unleaded,333,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,27,18,1439,35200,FALSE
Hyundai,Genesis,2014,premium unleaded (recommended),429,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,23,15,1439,47400,FALSE
Hyundai,Genesis,2015,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,1439,51500,FALSE
Hyundai,Genesis,2015,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,18,1439,38000,FALSE
Hyundai,Genesis,2015,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,1439,40500,FALSE
Hyundai,Genesis,2016,regular unleaded,311,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,1439,41250,FALSE
Hyundai,Genesis,2016,regular unleaded,311,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,18,1439,38750,FALSE
Hyundai,Genesis,2016,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,1439,53850,FALSE
Maserati,Ghibli,2015,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238,77900,FALSE
Maserati,Ghibli,2015,premium unleaded (required),345,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238,69800,FALSE
Maserati,Ghibli,2016,premium unleaded (required),404,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,16,238,76050,FALSE
Maserati,Ghibli,2016,premium unleaded (required),345,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,17,238,70600,FALSE
Maserati,Ghibli,2016,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,16,238,78550,FALSE
Maserati,Ghibli,2017,premium unleaded (required),404,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,24,16,238,77200,FALSE
